vsid,weight,gender,age_group4,education,income,region,metro,race,hispanic,pid_base,pid_lean,vote_2024,votechoice_2024
d05a7f29-8ee2-4f32-9f83-244176cad0ca,0.821668055,Male,65+,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
eb6f016b-1dc6-4cb8-a379-b553f6220067,0.86990495,Female,65+,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,White,No,Republican,,I voted,Kamala Harris
86aec56e-ae11-4c45-bb1b-a3b4e77d5537,1.95960592,Male,65+,4-year or bachelor degree,"$75,000 to under $100,000",South,Non-metro,White,Yes,Other or none,Neither,I voted,Someone else
0998d255-17e3-4b9e-bcb9-e106a8fa4337,1.385697637,Male,50-64,4-year or bachelor degree,"More than $200,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Someone else
9d386e80-ecfb-4ea2-920e-6e28a256ae24,0.94436637,Male,50-64,Post-graduate degree,"Less than $15,000",Northeast,Metropolitan,White,No,Republican,,I did not vote,
d298202c-a861-473f-92eb-fad8ed776ae2,1.490619311,Male,65+,High school graduate or GED,"$15,000 to under $50,000",West,Non-metro,White,No,Democrat,,I did not vote,
8a95710e-bb0a-47c4-8041-3b445734da41,1.209711978,Female,30-49,Some high school or less,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I did not vote,
f89c7ded-58eb-4702-9b11-3281fd4f5e3e,0.658476428,Female,30-49,2-year or associate degree,"$15,000 to under $50,000",South,Metropolitan,White,No,Independent,The Democratic Party,I did not vote,
cda1e8be-d4d9-456f-b610-31fade1a51b5,1.341523572,Male,30-49,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,No,Independent,Neither,I voted,Someone else
a2d25b6a-fb22-4458-a1e8-f05b9f7e2b3d,0.936303802,Male,50-64,2-year or associate degree,"$15,000 to under $50,000",West,Non-metro,Pacific Islander,No,Other or none,Neither,I was not registered to vote,
f888cb75-0827-40e8-9f25-2c8c31dbfdac,0.69394875,Female,50-64,4-year or bachelor degree,"More than $200,000",Midwest,Metropolitan,White,No,Republican,,I voted,Kamala Harris
f9685cbb-183c-404e-98a3-7ec5c469b4e6,1.03685268,Male,65+,2-year or associate degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
a8b64d29-325a-4055-abc4-58ac18cf516f,0.562903911,Female,30-49,4-year or bachelor degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
4dcfab54-bb90-4232-b165-e8d454bf171a,0.821668055,Male,65+,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
417b663e-2d88-49b3-903a-a2d5dba24e87,1.463433952,Female,50-64,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,White,Yes,Other or none,Neither,I did not vote,
dd35b252-b7b8-4a6f-a7f6-1bceb1bff776,0.687373979,Female,30-49,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,Mixed race,No,Democrat,,I voted,Kamala Harris
e58c0489-6ac7-4a9c-9efc-b264ec641c25,0.315063538,Female,30-49,"Some college, no degree","$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
2e6e137d-de2a-4e20-b324-07b993c96e32,0.982198878,Female,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Other or none,The Republican Party,I was not registered to vote,
a35d0313-42c1-47fc-a423-c04e6c2562ea,0.645318841,Male,30-49,Post-graduate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
839f16d5-5b00-4240-8319-ad5935128afb,0.691095024,Male,30-49,"Some college, no degree","$100,000 to under $150,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
231e732c-41e1-4663-b99b-6bb38ae5fe0e,0.454659104,Male,65+,4-year or bachelor degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Independent,Neither,I voted,Kamala Harris
9b21efe3-0511-4088-b331-796fbbaf5edf,0.475846975,Male,50-64,4-year or bachelor degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
b1d044b8-62be-484a-b3ad-ac01550e1c3d,2.102748436,Female,30-49,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I was not registered to vote,
d3004311-b73b-4874-9d28-e9d831b67421,2.039343755,Female,18-29,High school graduate or GED,"$100,000 to under $150,000",West,Metropolitan,Black or African-American,Yes,Democrat,,I voted,Kamala Harris
2ea3c51c-6425-4561-9c0e-3058b2fe7f97,0.585284126,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
93384a4b-e454-41ee-8cb6-8c4dd20412fc,0.563436335,Female,50-64,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Kamala Harris
4b70c890-94ea-4324-8459-92e2d27f5ece,2.00631184,Female,18-29,"Some college, no degree","$150,000 to under $200,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I was not registered to vote,
35831bc6-8997-487c-836f-8801f219c754,1.506577164,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I was not registered to vote,
0d77fcc6-ebc0-4053-80e1-a0da78e91a7d,3.222101238,Female,18-29,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Other or none,Neither,I did not vote,
f333f5b3-fd09-4256-ab64-1d13de4de5ba,0.406334705,Female,65+,2-year or associate degree,"$15,000 to under $50,000",South,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
94daa680-e9e3-41d6-9e51-c3eddba0c7c9,1.064474374,Male,50-64,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
d9a1cea8-f5b6-4604-8119-4cf175912182,0.982198878,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Non-metro,White,No,Independent,The Republican Party,I did not vote,
ae9930c8-222e-41d4-8272-148f6bcf8bf7,1.297261406,Female,18-29,"Some college, no degree","$50,000 to under $75,000",Northeast,Metropolitan,Mixed race,No,Democrat,,I voted,Kamala Harris
42eafedd-42c0-45f1-bc6c-69c262a6d8c0,0.670933564,Male,30-49,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I voted,Donald Trump
da4620bc-0e9a-46b4-bc58-475109d02ba8,0.843992404,Female,50-64,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I did not vote,
24243f1d-c0a6-448d-a8aa-3a7f76856726,2.277433171,Female,18-29,High school graduate or GED,"Less than $15,000",West,Metropolitan,Mixed race,Yes,Other or none,The Democratic Party,I voted,Someone else
aece4d6a-b423-46a3-a5cf-cb4893b27de8,0.676446425,Female,30-49,Post-graduate degree,"$100,000 to under $150,000",West,Metropolitan,White,Yes,Independent,The Republican Party,I voted,Donald Trump
7d9bba03-ac18-45ec-af42-b77a49762d12,0.486669039,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Other or none,Neither,I voted,Kamala Harris
ddbde0b7-5149-4bf9-91de-76f5210cdd5d,1.463433952,Female,50-64,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,White,Yes,Independent,Neither,I did not vote,
42ede7d0-3ffa-481f-ba49-e61b901aefc0,0.472705946,Male,65+,4-year or bachelor degree,"$15,000 to under $50,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
a36fd29c-34e3-4e17-98aa-766967f8388d,1.095351806,Female,65+,High school graduate or GED,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
2ad81ee0-978c-4417-bf0b-fc9fae59b925,1.546593766,Male,65+,High school graduate or GED,"$75,000 to under $100,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
ed53bb64-6c0d-44e8-9644-2d5ecb724ee1,0.514554531,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Democrat,,I voted,Donald Trump
052a80db-2cbe-4312-8c5e-c1a2d5e23192,0.714433019,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Non-metro,White,No,Republican,,I voted,Donald Trump
8c2a33d7-4156-41e1-a0e7-63d66c04f964,0.403309385,Female,65+,Post-graduate degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
3e0fc2cd-31bc-4f13-bcc7-7ad62d39db97,0.982198878,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Non-metro,White,No,Independent,Neither,I did not vote,
d0c60ab3-ae12-4591-a92d-81694d688a52,0.738585926,Male,65+,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
c10949cb-fd40-45fa-afc9-e09d248f8db3,0.700653697,Male,18-29,4-year or bachelor degree,"$15,000 to under $50,000",South,Non-metro,White,No,Independent,The Republican Party,I voted,Donald Trump
8f3703d0-3be7-4907-a34d-0a692730a23b,0.973360632,Male,65+,Post-graduate degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Republican,,I voted,Kamala Harris
2442cad7-1b61-4307-ae45-3fb67b23649f,0.585800885,Female,50-64,4-year or bachelor degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
f4ca31c9-11ee-41ac-bc11-c6e4846e92d6,1.271785901,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,White,No,Democrat,,I was not registered to vote,
f806c321-c562-41b7-830c-e98ee64b4d7a,1.776726292,Female,50-64,High school graduate or GED,"$100,000 to under $150,000",West,Metropolitan,White,No,Independent,The Democratic Party,I did not vote,
4ba45883-6b6d-4f8d-bc67-a20b86d5ee08,1.216124646,Male,65+,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,White,Yes,Republican,,I voted,Donald Trump
868472ba-d0de-4d3d-a257-2895c7beacb3,1.022151314,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Other or none,Neither,I did not vote,
1b277bec-2708-4a34-a81f-81c215128c65,1.297261406,Female,18-29,"Some college, no degree","$100,000 to under $150,000",Northeast,Metropolitan,Mixed race,No,Democrat,,I voted,Kamala Harris
fa25037d-84f9-444d-ad6e-87dc3d53a05e,1.506577164,Female,65+,High school graduate or GED,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I was not registered to vote,
a50be202-424f-4026-857f-a108119541d0,1.61538682,Male,50-64,4-year or bachelor degree,"$100,000 to under $150,000",West,Metropolitan,Asian or Asian-American,No,Democrat,,I was not registered to vote,
f84ecf25-d037-4626-acfb-5eed74edce69,0.866409914,Male,50-64,"Some college, no degree","$100,000 to under $150,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
9b8cd42f-143c-4dd4-a61e-d955cf8e7483,2.053230933,Female,65+,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,Black or African-American,No,Democrat,,I was not registered to vote,
337636e8-9eda-4662-ac70-faaad09f2b29,0.44982918,Male,65+,"Some college, no degree","Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,Neither,I voted,Donald Trump
81b8f599-2608-4cf4-871f-5df865d1cbef,0.987049241,Female,50-64,High school graduate or GED,"Less than $15,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I did not vote,
f517d96c-7d7d-41ef-bfde-36d8f8014e13,0.794798233,Male,30-49,4-year or bachelor degree,"$100,000 to under $150,000",South,Metropolitan,White,No,Republican,,I voted,Donald Trump
16280369-1eb4-47a4-b643-54a8a1435fc1,0.701041399,Female,65+,Post-graduate degree,"$50,000 to under $75,000",Midwest,Non-metro,White,No,Democrat,,I voted,Kamala Harris
b4feb726-ba0e-41ed-81c9-dd8e185e671d,1.594986255,Male,65+,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Independent,Neither,I did not vote,
6cce0616-beba-4a0d-9e4d-68a03164c8aa,0.651121626,Female,65+,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
0376d3ec-4bf1-4bfa-a98a-86a60f137c11,0.68204477,Female,65+,2-year or associate degree,"$50,000 to under $75,000",West,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
65b7b1ed-d859-4284-991c-c3e8220a1f56,1.206733117,Female,30-49,Some high school or less,"$15,000 to under $50,000",Midwest,Metropolitan,White,Yes,Other or none,Neither,I did not vote,
ba31da95-0a97-4eb3-898d-1123f3740160,0.659761552,Male,30-49,Post-graduate degree,"$75,000 to under $100,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
54e65505-2f2e-4e53-b42b-3a451cc598da,0.550581492,Female,30-49,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
3817c423-d996-4959-9ab1-ef77bc09f434,1.853676072,Female,18-29,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Independent,Neither,I did not vote,
e2d27d93-fb38-4112-80b6-c17f8aadfb62,0.948468826,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Someone else
1c4603e9-2b2c-45a8-b12c-71aeee58e479,1.151203684,Male,30-49,High school graduate or GED,"Less than $15,000",South,Metropolitan,White,No,Other or none,Neither,I was not registered to vote,
d78992ef-01d1-487c-a48e-c5b3ccb35a75,0.739214838,Female,50-64,2-year or associate degree,"$100,000 to under $150,000",South,Non-metro,White,No,Republican,,I voted,Donald Trump
9abbd068-bbdc-4afd-b631-92af14bdaa80,0.64249064,Male,50-64,2-year or associate degree,"$50,000 to under $75,000",West,Metropolitan,Black or African-American,No,Independent,The Democratic Party,I voted,Kamala Harris
cb771779-21c7-4112-87c3-622619ced345,0.724430666,Female,30-49,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
539cedd2-783d-49db-8799-051afc3fca6d,1.223231998,Female,65+,High school graduate or GED,"$15,000 to under $50,000",South,Non-metro,White,No,Independent,Neither,I did not vote,
ceb8cf7b-6c3f-40cb-bd25-654e1d61c1ad,0.821668055,Male,65+,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
9576e7fb-764b-4404-b832-98ce39f811af,1.190010364,Female,30-49,2-year or associate degree,"$50,000 to under $75,000",South,Non-metro,White,No,Democrat,,I did not vote,
4cecf8fd-f943-4253-9c0a-4f721fdba742,0.596501743,Male,65+,"Some college, no degree","$15,000 to under $50,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
7e98703b-8230-4394-9acb-a9bd1cb3dbb5,0.545979857,Female,18-29,4-year or bachelor degree,"Less than $15,000",South,Metropolitan,Black or African-American,No,Independent,The Democratic Party,I voted,Kamala Harris
f749c1bb-dd63-41fb-a93a-93c6244dfef7,0.989842945,Male,65+,Post-graduate degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
a3a31641-ba3f-4c6f-8183-797b01755c3e,0.541413515,Female,30-49,4-year or bachelor degree,"$75,000 to under $100,000",West,Metropolitan,White,No,Other or none,Neither,I voted,Kamala Harris
5414dea8-3553-47e1-a233-44aa6eb4c307,0.337011473,Female,50-64,Post-graduate degree,"$15,000 to under $50,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
f69df1ae-48bd-49c6-ab29-c36bf23d9474,1.03685268,Male,65+,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,White,No,Republican,,I voted,Donald Trump
95609720-7ca4-4989-b2eb-9bd96b6cf8cc,1.731968209,Female,30-49,"Some college, no degree","$50,000 to under $75,000",West,Metropolitan,White,Yes,Republican,,I did not vote,
fc769b4f-f70e-46ab-961f-2d4bbf1916b9,1.03685268,Male,65+,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
72e3b904-e89b-413e-bf1f-12e65bddb106,0.562903911,Female,30-49,Post-graduate degree,"$75,000 to under $100,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
04e0a7c5-8808-40d6-8109-a843fc8d793f,1.670735526,Male,65+,2-year or associate degree,"$100,000 to under $150,000",West,Metropolitan,White,No,Independent,The Republican Party,I voted,Someone else
a34d1845-9bed-4937-bd0a-05e7dac6d742,0.866409914,Male,50-64,"Some college, no degree","$50,000 to under $75,000",South,Non-metro,White,No,Republican,,I voted,Donald Trump
f3b6ef5b-2e48-4220-8dda-cc47f3c26ce0,0.989842945,Male,65+,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
f344ac2e-fd2d-41b3-909c-421b2434fb2e,1.255818826,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",South,Non-metro,White,Yes,Independent,The Democratic Party,I was not registered to vote,
766c62be-1596-480b-a012-494cec38010b,0.821668055,Male,65+,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
ed7a1a80-2774-46df-9f2a-20d75b8ceec8,0.696773545,Female,30-49,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,Black or African-American,Yes,Independent,The Democratic Party,I voted,Kamala Harris
9e1004cc-226d-445e-a464-09e2dd4526e9,0.66038559,Male,50-64,Post-graduate degree,"More than $200,000",South,Metropolitan,White,No,Independent,Neither,I voted,Kamala Harris
f063bd4d-b3b2-432b-8061-8b972e41ebe5,0.866409914,Male,50-64,2-year or associate degree,"$50,000 to under $75,000",Midwest,Non-metro,White,No,Republican,,I voted,Donald Trump
9a33393b-b2bc-42cf-8e61-d794510af453,2.653944149,Female,18-29,2-year or associate degree,"$50,000 to under $75,000",South,Metropolitan,White,Yes,Other or none,The Democratic Party,I voted,Someone else
9affe8d8-c95f-46d0-9e5c-a96355f8da7b,0.701041399,Female,65+,4-year or bachelor degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
96ecb848-5513-4d36-916d-af9af7ea0241,0.803681081,Male,65+,4-year or bachelor degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
c938ffc8-9bd5-4546-8972-a8f920101bce,1.658296247,Male,65+,Post-graduate degree,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Democrat,,I voted,Someone else
22f863a8-b713-4b87-844a-0e1ee6e06a51,3.968457459,Female,18-29,High school graduate or GED,"$50,000 to under $75,000",South,Metropolitan,White,No,Republican,,I did not vote,
c2d20a6f-45c3-46af-8a17-72da344b24d4,0.634573351,Male,30-49,4-year or bachelor degree,"$100,000 to under $150,000",Midwest,Metropolitan,White,No,Independent,The Democratic Party,I voted,Kamala Harris
08144059-bf0f-490b-b440-283c617422fa,3.685871445,Female,18-29,High school graduate or GED,"$50,000 to under $75,000",West,Metropolitan,Black or African-American,No,Republican,,I did not vote,
16d5a76a-5fd8-4da1-ad9e-d0c4c60e122f,0.327879228,Female,50-64,"Some college, no degree","$15,000 to under $50,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
83961073-16cc-4991-a67f-88a729727e2b,1.567369229,Male,18-29,"Some college, no degree","$75,000 to under $100,000",West,Metropolitan,Mixed race,Yes,Independent,The Republican Party,I voted,Donald Trump
bec25906-febe-44b5-8931-d07dfc9f8b7a,1.573473175,Male,30-49,Post-graduate degree,"$100,000 to under $150,000",Midwest,Metropolitan,White,Yes,Independent,The Democratic Party,I voted,Someone else
9985f6d8-dbba-4058-a868-a4fac9340f69,0.4224634,Female,65+,2-year or associate degree,"$15,000 to under $50,000",Midwest,Non-metro,White,No,Democrat,,I voted,Kamala Harris
40e58d66-a6f8-48ad-9120-36dc3bc82520,0.986780426,Male,50-64,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,Some other race,Yes,Independent,Neither,I was not registered to vote,
47644a92-39d7-4bcb-9f40-d7c2828b749d,1.151203684,Male,30-49,High school graduate or GED,"Less than $15,000",,,White,No,Other or none,Neither,I did not vote,
85475d51-20a3-4737-bfdf-d171d9e811b8,1.658296247,Male,65+,4-year or bachelor degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I was not registered to vote,
1f6d6235-364a-421f-bf26-2b78519dbe75,1.206733117,Female,30-49,High school graduate or GED,"Less than $15,000",West,Metropolitan,Pacific Islander,Yes,Independent,The Democratic Party,I did not vote,
b2bd9a2c-109c-4f41-a774-37edde6ec0e4,0.494910005,Female,30-49,High school graduate or GED,"Less than $15,000",West,Metropolitan,White,No,Other or none,The Republican Party,I voted,Donald Trump
f914dd4c-2451-4eb9-84e0-9775dac4c325,0.843992404,Female,50-64,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,White,No,Republican,,I was not registered to vote,
c9f282c4-9584-4089-9a0f-c7b0e17e339a,0.580768246,Male,65+,Post-graduate degree,"$15,000 to under $50,000",South,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
3af7700c-878c-4e71-8a2a-96b1ac9ad0d2,0.502066655,Female,30-49,"Some college, no degree","$15,000 to under $50,000",South,Non-metro,Mixed race,Yes,Republican,,I voted,Donald Trump
cb25890f-d01d-44ff-a9d3-0fba36ad7015,1.206733117,Female,30-49,High school graduate or GED,"$15,000 to under $50,000",Northeast,Metropolitan,Mixed race,Yes,Independent,Neither,I did not vote,
e8ab6dfc-f9e1-4fd0-bf29-fb1f8c668379,0.996394172,Male,50-64,High school graduate or GED,"$75,000 to under $100,000",Northeast,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
5ae9fff1-6ee2-4b28-8245-c4792dbd9139,0.634343565,Female,50-64,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
2512890c-ae09-4acf-9843-a5c08149f720,0.550820485,Male,30-49,High school graduate or GED,"$15,000 to under $50,000",West,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
c65c2559-ccd8-47c7-859b-b18f98f468d7,0.735358326,Female,30-49,Post-graduate degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,No,Democrat,,,
64344272-5044-4848-851b-611545b0c6cb,1.280700401,Male,30-49,Post-graduate degree,"More than $200,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Someone else
7ed7f0e2-44c3-485d-9d5f-134b9d0fcddf,1.102630182,Female,50-64,High school graduate or GED,"$50,000 to under $75,000",Northeast,Metropolitan,White,No,Republican,,I voted,Donald Trump
f22cc52f-e1ca-45a4-8389-e6742b009d9c,1.29545382,Male,30-49,"Some college, no degree","$50,000 to under $75,000",Midwest,Metropolitan,Black or African-American,No,Democrat,,I did not vote,
e9afdf1a-4117-4785-aeab-de3f74a093c0,0.658476428,Female,30-49,"Some college, no degree","$15,000 to under $50,000",West,Metropolitan,White,No,Independent,Neither,I did not vote,
fc921c67-928b-471c-af5d-971fce15e78b,1.305210246,Female,18-29,Post-graduate degree,"$100,000 to under $150,000",South,Metropolitan,White,Yes,Democrat,,I voted,Kamala Harris
bfad0602-299b-4ee1-b44a-3e8f6a10ca38,0.810585445,Male,30-49,4-year or bachelor degree,"$150,000 to under $200,000",South,Metropolitan,Mixed race,Yes,Democrat,,I voted,Kamala Harris
add4308c-05f7-4195-a5a3-ee9b78b05c80,0.982198878,Female,30-49,Some high school or less,"Less than $15,000",Midwest,Metropolitan,White,No,Other or none,Neither,I did not vote,
ba5e4070-d228-4350-bc0f-b6f1281b4cee,0.594610475,Female,18-29,"Some college, no degree","Less than $15,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
d0caff04-5b0d-4a95-8994-49baccd77a91,0.696923796,Male,18-29,"Some college, no degree","$15,000 to under $50,000",South,Metropolitan,Black or African-American,No,Democrat,,I voted,Kamala Harris
7910e4cc-73d6-41d0-a87b-aa2e5190a4c9,1.324366053,Female,30-49,Post-graduate degree,"$100,000 to under $150,000",Midwest,Metropolitan,Asian or Asian-American,No,Democrat,,I did not vote,
6eaedd3c-fe19-4608-94d5-942c44d5dec0,0.98451336,Female,65+,Post-graduate degree,"$75,000 to under $100,000",South,Metropolitan,Native American or American Indian,No,Republican,,I voted,Donald Trump
1363508b-f990-4053-aa00-cbd5305ef3bc,0.701041399,Female,65+,Post-graduate degree,"$50,000 to under $75,000",South,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
de3be6bf-2872-4b6d-ae8b-f90846881b3a,0.841914111,Female,50-64,2-year or associate degree,"$15,000 to under $50,000",West,Metropolitan,Mixed race,Yes,Other or none,Neither,I did not vote,
4fff812c-ed4a-43d3-9ef5-8e18934111b1,1.38303108,Female,18-29,4-year or bachelor degree,"Less than $15,000",West,Metropolitan,Asian or Asian-American,No,Independent,Neither,I did not vote,
bc6e81df-841c-485e-90a0-fd9ef5e00b67,1.03685268,Male,65+,2-year or associate degree,"$50,000 to under $75,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
cfbdd451-ceb0-4aaa-956c-023967c4b50c,1.022151314,Female,50-64,High school graduate or GED,"Less than $15,000",Northeast,Metropolitan,White,No,Independent,Neither,I was not registered to vote,
53450d3c-4d60-49c8-9454-03838ab379b2,1.659887443,Female,18-29,High school graduate or GED,"More than $200,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
bed847e6-0a59-4e74-82ba-f670d5b4775c,2.905192852,Male,65+,High school graduate or GED,"$50,000 to under $75,000",South,Non-metro,Native American or American Indian,No,Independent,The Republican Party,I did not vote,
9674f6c4-a71e-40fb-8d87-df215334239b,0.989842945,Male,65+,Post-graduate degree,"$150,000 to under $200,000",West,Metropolitan,White,No,Republican,,I voted,Donald Trump
94896569-1378-45e9-9e44-3e3006194391,0.676446425,Female,30-49,4-year or bachelor degree,"$100,000 to under $150,000",Northeast,Metropolitan,White,Yes,Independent,Neither,I voted,Donald Trump
c9f814c1-3051-4ad5-989e-3893618a83c8,0.960232001,Male,30-49,4-year or bachelor degree,"$75,000 to under $100,000",South,Metropolitan,Some other race,Yes,Republican,,I voted,Kamala Harris
49e97d2f-9abd-4da5-b2da-49213d61e7d8,0.576729771,Female,30-49,"Some college, no degree","$50,000 to under $75,000",South,Metropolitan,White,No,Independent,The Republican Party,I voted,Donald Trump
e78d1754-7d5d-465c-9a6b-0d377892293d,0.691748698,Male,50-64,2-year or associate degree,"$50,000 to under $75,000",South,Non-metro,White,No,Other or none,The Democratic Party,I voted,Kamala Harris
2a2ca56a-1855-4cce-bcb5-4fb070eda0f0,0.395000298,Male,50-64,Post-graduate degree,"$15,000 to under $50,000",Midwest,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
130f23af-0ba2-49cd-a918-74b7f439b4fa,0.685260961,Female,50-64,2-year or associate degree,"Less than $15,000",Midwest,Metropolitan,White,No,Independent,The Democratic Party,I did not vote,
03f09e9e-599c-4ad2-9b25-e385ff81ec9e,0.323838835,Female,30-49,4-year or bachelor degree,"Less than $15,000",West,Metropolitan,White,No,Democrat,,I voted,Kamala Harris
bf8e66c2-0c91-417c-866c-bb2b4701be15,0.738202221,Male,30-49,4-year or bachelor degree,"More than $200,000",West,Metropolitan,Black or African-American,No,Republican,,I voted,Donald Trump
ee610f01-7207-41f1-af22-31d75b4af8ef,0.948210518,Male,30-49,"Some college, no degree","$15,000 to under $50,000",West,Metropolitan,Mixed race,Yes,Other or none,Neither,I voted,Someone else
a4e6e068-000e-4359-8f0c-cf5e1e4e9017,0.841914111,Female,50-64,2-year or associate degree,"Less than $15,000",West,Metropolitan,White,Yes,Independent,The Democratic Party,I did not vote,
